S.No,translated_texts,Label,telugu_texts
HATE_1767,"Somewhere in Nutiko Kotiko somewhere it is, it is you. Your Lakshmi Amma. Amma Amma jumped. Amma's hand cooking elixir is now a master G.Mayam, an orphan sarana rhythm. Dance with the name of the service. Swami",non-hate,?????? ?????? ?????? ??????? ??????? ??? ?????? ?????? ???????? ?? ?????? ???? ???????? ?? ?????? ????????.. ??? ???? ??. ?? ??????? ???? ????. ???? ???? ???? ????? ?? ??????. ???? ???? ??? ????? ??????? ??????? ???? ?????? ??????? ??.???? ?????? ???? ???? ??? ?????? ???????. ??? ???? ?? ?????? ?? ?????? ???? ????? ? ??? ????? ????????. ????????? ??????
HATE_1768,Sabitha Indra Reddy was truly worth the party but the party was really shocked by me. The Congress was cheated by everyone .. Someday people who say the right lesson .. !!,hate,????? ?????? ???????? ???? ?? ??? ????? ??????? ?????? ????? ?????? ????? ???? ?? ???????????.. ????????? ?? ????? ???? ??????.. ????? ???? ???? ??????? ???????? ??????..!!
HATE_1769,"Dilip Sunkara, who won such a long struggle on behalf of the people, wishes Dilip Sunkara ... Jai Bhim ...",non-hate,????? ????? ??? ??????? ?????? ???? ???? ?????? ???????? ?????????? ?????? ????? ?????? ???? ?????? ????????????...?? ???? ...?? ?????...
HATE_1770,Ilani Panikamalina Vallanu Interviews Cheyakandi Plz,hate,ilanti panikamalina vallanu interviews cheyakandi plz
HATE_1771,How do you get all the money to spend the original people?,hate,???? ??????? ???????????? ????? ??????????? ????? ??????? ??? ????????
HATE_1772,Ilaa Sollu Cheppi Kaanichestunnadu ..,hate,Ilaa sollu cheppi kaanichestunnadu..
HATE_1773,Mottanaki neeku correct mogudu badaleswari ya,hate,Mottanaki neeku correct mogudu badaleswari ya
HATE_1774,Komatreddy Garu Telangana Kosam Padavini Rajinama Chesi Nirahahara Deeksha Chesina Leadrs Lo Okkaru ... Every One Respects Him,non-hate,Komatreddy Garu Telangana kosam Padavini rajinama chesi Niraahaara deeksha chesina Leadrs lo okkaru...Every one respects him
HATE_1775,"Raghunandan wants to have a good future. The interview is very good, First Time RK has spoken well",non-hate,"???????? ?????? ???? ???????? ?????? ??? ?????????????. ????????? ???? ???????, ????? ???? RK ???? ???? ??????????"
HATE_1776,This is the best thing that has been done so far in Open Heart with RK Interviews. Raghunandan is clear.,non-hate,open heart with RK interview ???  ?????????? ????? ?????? the Best ???. ???????? ???? ????????? ???????.
HATE_1777,"RK Garu ... Mee Questioning Bagundhi. But cm ni or central minister Ni Adagalsina Questions Aduguthunnaru. Overall It's a very good discusion. My vakheel saab thopu, ayana maata muchata vignaanam chaala superb. Way to go my MLA",non-hate,"RK garu... Mee questioning bagundhi. But CM ni or Central Minister ni adagalsina questions aduguthunnaru. Overall it's a very good discussion.  My Vakheel Saab thopu, ayana maata muchata vignaanam chaala superb.  Way to go my MLA"
HATE_1778,Nadi Srikakulam district .. But Raghu Anna's promise is a fan ..,non-hate,???? ?????????? ??????.. ???? ??? ???? ?????????? ?????????.. ??????? ??? ?????? ?????? ???????..
HATE_1779,Our Raghu Anna is a mindful leader with good eloquent leadership qualities. Jai Bhim Jai Bharat,non-hate,???? ???????? ????  ??????? ???????? ???? ??????? ??????? ?? ??? ????. ?? ???? ?? ?????
HATE_1780,God is definitely forgiving the wrong key repentance,non-hate,????? ????? ?? ??????????? ????????? ?????? ?????????  ???????????
HATE_1781,Suspended from the party for the eighth work you did in YCP ...,hate,Ycp ?? ?????? ????? ??? ??? ?? ?????? ????? ???????? ??????... ????? ???? ????? ???????
HATE_1782,If you call you and give you a sacred position ... you will hold it from behind ..,hate,?????? ?????? ??? ????????? ???? ???? ????? ... ????? ????? ?????????? .. ?????? ???? ???? ???? ??????? ??? ?????????? ?????? ???? ?????????? ?? .. ..
HATE_1783,We see a man who replied a little more without shame and asked if the question was on the rod.,hate,?????  ????    ?????? ??????? ???? ?????  ?? ??????? ?????? ???????  ??????? ??????????? ????? ?????? ???? ?????????? ??????? RK ???? ????? 
HATE_1784,Lendi is not aware of the expression ...,non-hate,?????? ????? ???? ????? ??????? ?????.... ?????? ????
HATE_1785,Knowing the most joyful mistake and speaking with a pure mind ... a good change.,non-hate,???? ??????  ??????? ??????????  ????????? ???? ?? ????????????????... ????  ??????.
HATE_1786,"From the ""back"".",hate,"???? ??????? ?????????? ""?????"" ?????.??????? ????? ??? ?????????????..??????? ???? ????? ???? ?????? ?????? ??????.."
HATE_1787,Appara .... You are acting badly with a girl and holding tight from the back of your character ... who does it?,hate,"????.... ?????? ?? ??????? ?? ?????? ??????????, ???? ????? ??????? ?????????? ????????? ??? ?? character lose ????????????... ????? ?????????"
HATE_1788,"You will continue with the same fire. These fake youtubers and travellers should end. Because of this, many people are disappearing unique content creators. You Just Keep Going Bro",non-hate,???? ?????? ??? fire ?? continue ?????. ? fake Youtubers and Travellers ?? ???? ????????. ????? ???? ???? ???? Unique content ??????????? ?????????????????. You just keep going bro
HATE_1789,"It is very difficult to prove the truth is that it is possible for the one who is honest is that capture in you, is honest",non-hate,"???????? ?????????? ?????????? ???? ????? ??? ?????????? ?????????? ?????? ???? ? ????? ????, ???????? ????"
HATE_1790,This is not to say how good it is. I like a lot of respect; She's still hoping to look yet,non-hate,? ??? ??? ????  ??? ????????? ????????? ????.  ???? ???? ?????? ??????; ??? ???? ???? ??????????? ???? ??
HATE_1791,"Raja Shekhar Reddemi is not a great -hearted man who wants the public. If he is ""great grin"", his son Jagan's father is ""Maha Maha Geta"".",non-hate,"??? ????? ???????? ??????????? ???? ????? ??????? ????? ????. ??? “??? ???” ?????, ??? ?????? ???? ???????? ?????? “??? ??? ???”."
HATE_1792,Jaganmohan Reddy's children are well looked after by the anchor and your children,hate,????????? ?????? ???? ??????? ???? ???????????? ??? ?????? ???? ????? ????? ????????? ??? ?? ??????? ???? ???????????
HATE_1793,"The two of you are not used to the culture of the two of you, as well as lies with journalism. All say they have heard. Chee Chee",hate,"?? ???????? ?????? ???????? ?????? ??????????? ???? ?????? ????,  ????? ???????? ?? ???? ???????? ???????? ???? ???? ????????. ????? ????????? ????????? ????????????. ?? ?? ??"
HATE_1794,"Thq Sir, Challa Chakagaa Chayparuu ...",non-hate,"Thq sir,challa chakagaa chayparuu..."
HATE_1795,"Krishnarao Garu 2007 episode marichipoyara, viveka resight",hate,"Krishnarao garu 2007 episode marichipoyara, viveka resighnation kcr bypole time enduku e dabba kaburulu"
HATE_1796,", waste interview vunnappudu oka maata lenappudu okamata",hate,",waste interview vunnappudu oka maata lenappudu okamata"
HATE_1797,"KVP ki telusu jagan wtlanti vaado, Anduke doiram jarigaadu, karma emitante ap prajalake teliyatam ledu",hate,"Kvp ki telusu jagan wtlanti vaado, anduke doiram jarigaadu,  karma emitante ap prajalake teliyatam ledu"
HATE_1798,"Jagan Ni poguthunnava, leka mingutunnava ... indirect ga jagan secret lu Ani Cheptunnav.",hate,"Jagan ni poguthunnava, leka mingutunnava...indirect ga jagan secret lu ani cheptunnav."
HATE_1799,You have given you a lot of good luck and give you good and younger brother.,non-hate,"???? ???? ??????? ?????? ???? ?????? ???? ??????, ??????? ?? ???????."
HATE_1800,Sir Nagababu You are thinking about your financial situation. I have changed my life as a paradise.,non-hate,???? ??????? ???? ???? ?? ?????? ????????? ??????? ??????????????? ???????? ??????? ?? ?????????? ?? ??????? ?? ???????? ???? ????? ???? ?????? ??? ?????? ?????????? ???? ? ??????? ??????????? ?? ???? ????? ????? ??????? ???? ? ?????? ???? ?????? ???? ??????
HATE_1801,Orange Super Movie .. This is the day ... Super Hit ... I like it .. Orange Movie,non-hate,?????? ????? ???? ..?..??????...????? ???? ???????...????..??? ?????..?????? ????
HATE_1802,Pawan Kalyan's Chiranjeevi Personal Life has also saved Great Nagababu,non-hate,???? ??????? ???? ???????? ???? ???????? ???? ???? ?????? ??????? ?? ???? ?????? ???????? ???? ???????
HATE_1803,Open Heart with Arca Interview means that the mind is to be taken in mind ... the facts are like a fire.,non-hate,????? ?????? ???? ?????????????? ???? ?????? ?????? ????? ?????? ??? ????? ... ?????? ?????? ??????? .. ???? ??????? ???? ?????? ???? ??????? ?????????????? ...
HATE_1804,"RK to you, to your team, Suti softly described the questions ...",non-hate,"RK ???? ????, ?? ??? ?? ??????????, ???? ??????? ???????? ??????????  ????????? ...??????? ????? ?????????? ????????????"
HATE_1805,About Brothers You said well without ego,non-hate,?????? ? ??????? ???? ???? ???????? ego ??????? ????????
HATE_1806,Madhava Reddy says that KCR has been beaten by KCR.,hate,???? ??????? ???? ???????? ?????????????? ???????????? ???? ?????? ????? ? ?????????? ??????? ????????????? ??????? ??????????? ???? ???? ???????? ????????  ????
HATE_1807,Dilip Chander Sir is distorting the mirror everywhere.,hate,?????? ????? ???? ???? ???? ?????????????? ??????????? ???????????? ???? ?????????? ??????? ?????? ???????? ??????????????? ?????????????
HATE_1808,Mohan Babu could not answer some questions. Water is chewing,hate,????? ???? ???? ?????? ????????? ??????? ???????? ????????? ??????. ?????? ?????????????
HATE_1809,I am a fan of Nagababu from the leader of the leader. Mega brothers are very fond of. Great brothers,non-hate,????????? ?????? ????? ???? ??????? ?????????. ???? ???????? ???? ???? ?????. ????? ???????????
HATE_1810,Open Heart Program is to be seen with Rajinikanth.,non-hate,?????????? ?????? open heart program ??????? ????.
HATE_1811,"Love u mohan sir, as a witness to our Batenayakona, and you who are not the only one who is a real fate",non-hate,"Love U Mohan Sir, ?? ?????????? ???????? ???? ??? ??? ???? ???? ???? ????? ?? ?????? ??????? ????? ???? ????? ??????????? ????"
HATE_1812,"Minority Ayithe Vadhiileyala, Vaallemayina Nawab Laa, Vaallakemayina Kommulu Molachaaya, Vaallemayina Swargam Lonchi Oodipaddaara, Minorities Ki Ee Special Treatment",hate,"Minority ayithe vadhileyaala , vaallemayina Nawab laa , vaallakemayina kommulu molachaaya , vaallemayina swargam lonchi oodipaddaara , minorities ki ee special treatment endhiraa"
HATE_1813,Note this point .. Minorities Kabatti Vadileyandi ...,hate,Note this point.. minorities kabatti vadileyandi... Ranakeeyanakula ilanti appeasements Valle ivaala minorities jaripe dhamana Kanda lo majority people Bali avtunnaru..
HATE_1814,ABSCONDING .... Nayeem and Madhav Reddy Relation Gurinchi Prathi Mata Fake Cheputhunnadu ... Telusu Kani Abadham Cheputhunnadu ...,hate,absconding ....nayeem and madhav reddy relation gurinchi prathi mata fake cheputhunnadu... telusu kani abadham  cheputhunnadu...
HATE_1815,"Paritala Nu Nuvve Sampinavu Raa Nennu Gaali, Vaana Devudu Sampeedu",hate,"Paritala nu nuvve sampinavu raa nennu gaali, vaana devudu sampeedu"
HATE_1816,"Assaminchani Suryudu Ma Paritala Ravanna, Champi Chindhi Nuvu Nikodukey, Andukey Ni Maranam Uhatitham.",hate,"Assaminchani suryudu ma paritala ravanna, champi chindhi nuvu nikodukey, andukey ni maranam uhathitham."
HATE_1817,Niku Sambhamdam Leda Anduke Ni Shavam Kuda Dorakakunda Chesadu God,hate,Niku sambhamdam leda anduke ni shavam kuda dorakakunda chesadu god
HATE_1818,Mahanu baava ela kannavayya ee basmasurani,hate,Mahanu baava ela kannavayya ee Basmasurani
HATE_1819,"Arey YSR GARU MEE is a brutal son Jaggu Hastam 100 Percent. The scene was exhausted Immediatly Bangalore Jump and Security Staff there was also rushed there. Akkada aa rush Situation lo Some Jaggu Body Guards and Securities Suddenly, hurriedly in traffic, chala problem tho duty ki reach.",hate,"Arey ysr garu Mee ?????? ???????? jaggu ????? 100 ???????? ????. ???? ?????????? immediately Bangalore jump ???? ????? ??????????  ???????? ??????? ???? ???????? ???? afternoon 2-30 pm to 4-45pm Kalla bellary nundi escape ani telusu. Akkada aa ??????? situation lo ??????  jaggu body guards and securities ????????? , ???????? ?????? ???????? ?? struck aie , chala problem tho duty ki reach ????????."
HATE_1820,Evaru adigaruu raaaaaaa ninnu,hate,Evaru adigaruu raaaaaaaa ninnu
HATE_1821,The name of Paritala Ravi is not known in our body .... Jayaho Paritala .....,non-hate,?????? ??? ???? ???? ??????? ??? ???????  ???????? ?? ????? ??....???? ??????...... ????? ??????? 100 ?????????   ?? ????? ????....???? ?? ???? ???? ????..
HATE_1822,A man who knows the values â€‹â€‹...,non-hate,??????? ??????? ????? ??????? ????? ...
HATE_1823,Rayalaseema Simham Paritala Ravi Telugurashtrala Devudu NTR But Family Members Of Both,hate,Rayalaseema simham paritala Ravi telugurashtrala devudu NTR but family members of both have utterly failed to carry the legacy of these both in their respective range and categories
HATE_1824,I am proud to be born in Anantapur and my Tadipatri constituency is not likely to vote for Sriram Anna. Jai Paritala,non-hate,???????? ?? ???????????? ??????? ????? ???? ????????? ??????????? ???????? ?????? ??? ???? ?????? ???????? ????? ?????. ?? ??????
HATE_1825,Paruchuri Gopala Krishna Gary Namaste Namaste For The first time in Bhargava Ramudi movie Super Variety Action Sir,non-hate,??????? ????? ????? ???? ?? ?????? ????????? ????????? ?????? ?????? ???????? ?????? ????? ?????? ??????? ????
HATE_1826,It is wrong to force the landlords to give the lands to the poor and give your lands and give your lands and forced to be forced ... Paritala Ravi is also a rowdy in the form of communist,hate,?????? ?????????? ?????????? ?????? ?????? ????????? ??? ?????? ??????? ????? ??? ?????????? ???? ????? ?? ?????? ??????? ???????? ?????? ?? ?????????? ???????? ????? ?????? ??????? ...?? ?????? ??? ?? ???? ????????? ??????? ???? ??????? ???? ???????? ???? ????? ?? ??? ???? ??? ??????????? ?????? ???????? ?????? ??????? ?????????????? ?????? ??? ??????? ???? ??????????? ???? ?? ???? ?? ???? ???? ????? ?? ?????? ??? ?? ???? ??? 
HATE_1827,Johar Ravanna Ilanti Lavada Politics Ki Melanti Powerful Leaders Asalu Unte ... Okkokadu Darilo Undevadu,hate,Johar ravanna Ilanti lavada politics ki meelanti powerful leaders asalu unte ... Okkokadu darilo undevadu
HATE_1828,Bro Mee Anchoing Chala Chala Chala Decent,non-hate,Bro mee ANCHOING chala chal chala decent gaa untundhi
HATE_1829,You are very lucky to have the younger brother.,non-hate,???? ?????? ???? ??????? ????? ???? ???? ?????????????? ????.
HATE_1830,Ravi Anna Oudi Ounte Nani Vamsi Anil Kumar Ambanti Lanti Vaalu Noru Lepevaru Kaademo,hate,Ravi anna oudi ounte nani vamsi anil kumar ambanti lanti vaalu noru lepevaru kaademo
HATE_1831,Pavankalyan Save after the film (Orange),non-hate,???????????????????(?????? )?????????? ????????????????? save ??????
HATE_1832,Mohan babu oppukunna oppukokapoyina chiranjeevi peddankanni vachchina gouravam m taggipodu,hate,mohan babu oppukunna oppukokapoyina chiranjeevi peddankanni vachchina gouravam m taggipodu
HATE_1833,Why did Chiranjeevi do not like him in your movie?,hate,???????? ????  ????? ?????????  ?????  ?????? ??????  ???? ?????? ??????????????? ?? ????????.
HATE_1834,Maa Nagababu Garu Is Great Person Devudu Eppudu Meethone,non-hate,Maa nagababu Garu is great person devudu eppudu meethone vuntaru sir
HATE_1835,Chala Baga Cheparu. Nagababu Sir Help Chesena Chepukoru .Meru Brothers Kosam Baga Cheparu,non-hate,Chala baga cheparu . nagababu sir help chesena chepukoru .meru brothers kosam baga cheparu
HATE_1836,"Rajakeeyam lo nenu miku full opposite kani, miru mee brothers gurinchi cheepthunte na kallu chemarchayi nagababu garu",non-hate,"Rajakeeyam lo nenu miku full opposite kani, miru mee brothers gurinchi chepthunte na kallu chemarchayi nagababu garu, really love you"
HATE_1837,Politics,non-hate,????????? ??? ???)????? ???????  ???????? ???????????
HATE_1838,They are good.,non-hate,?????? ?????? ???? ??????? ?????? ?????? ??????? ?? ?? ???? ????? ???? ?????? ok
HATE_1839,RK Garu Neku Interview Cheyadam Rakapoty Miskuni Vallaku Chance Evvandi Niku Respect Evvadam Teledu,hate,RK Garu neku interview cheyadam rakapoty miskuni veray vallaku chance evvandi niku respect evvadam teledu
HATE_1840,Papam Suri Ki Chala Badha Vundemo Anduke Ane Sarlu Attack Chesadu,hate,Papam suri ki chala badha vundemo anduke ane sarlu attack chesadu
HATE_1841,Sethamma Vakitlo Serimalle Chettu Nenu 9th Lo Unnappudu Vachindhi Nen 9Times Chusna Ade The Best Movie Nadi,non-hate,Sethamma vakitlo serimalle chettu  nenu 9th  lo unnappudu vachindhi nen 9times chusna ade the best  movie Nadi
HATE_1842,Anduke Meeku Devudu Jabardasth Show iccharu varun tej ki anni hits iccharu,non-hate,Anduke meeku devudu jabardasth show iccharu varun tej ki anni hits iccharu
